BRISK,1,12.5156,13.4946
BRISK,1,12.5156,13.4946
BRISK,5,15.9082,19.7226
BRISK,7,12.1762,12.2319
BRISK,8,13.1258,11.4003
BRISK,10,11.1746,12.2078
BRISK,11,12.8086,12.0407
BRISK,12,9.01536,11.0823
BRISK,14,9.53507,9.95351
BRISK,15,8.57352,10.7679
BRISK,16,9.51617,11.0489
BRISK,17,9.68055,10.678
BRISK,18,8.40002,11.4566
BRIEF,1,12.5156,12.4404
BRIEF,1,12.5156,12.4404
BRIEF,5,15.9082,14.5062
BRIEF,7,12.1762,13.223
BRIEF,8,13.1258,13.7057
BRIEF,10,11.1746,12.042
BRIEF,11,12.8086,14.2159
BRIEF,12,9.01536,12.3942
BRIEF,14,9.53507,10.7255
BRIEF,15,8.57352,11.4992
BRIEF,16,9.51617,12.0057
BRIEF,17,9.68055,9.26266
BRIEF,18,8.40002,10.5634
ORB,1,12.5156,14.1773
ORB,1,12.5156,14.1773
ORB,5,15.9082,19.0889
ORB,7,12.1762,14.998
ORB,8,13.1258,12.1037
ORB,10,11.1746,14.0566
ORB,11,12.8086,15.8109
ORB,12,9.01536,11.8832
ORB,14,9.53507,10.528
ORB,15,8.57352,10.8223
ORB,16,9.51617,11.0219
ORB,17,9.68055,10.0441
ORB,18,8.40002,11.2395
FREAK,1,12.5156,12.2706
FREAK,1,12.5156,12.2706
FREAK,5,15.9082,21.1399
FREAK,7,12.1762,11.8967
FREAK,8,13.1258,12.1019
FREAK,10,11.1746,12.4804
FREAK,11,12.8086,12.7522
FREAK,12,9.01536,10.9137
FREAK,14,9.53507,11.1969
FREAK,15,8.57352,10.4023
FREAK,16,9.51617,10.5517
FREAK,17,9.68055,10.3072
FREAK,18,8.40002,11.555
SIFT,1,12.5156,14.8153
SIFT,1,12.5156,14.8153
SIFT,5,15.9082,53.0862
SIFT,7,12.1762,14.8035
SIFT,8,13.1258,13.7704
SIFT,10,11.1746,14.2542
SIFT,11,12.8086,16.0328
SIFT,12,9.01536,11.5222
SIFT,14,9.53507,10.743
SIFT,15,8.57352,14.0129
SIFT,16,9.51617,11.5511
SIFT,17,9.68055,11.2159
SIFT,18,8.40002,11.034
