BRISK,1,12.5156,12.8483
BRISK,1,12.5156,12.8483
BRISK,5,15.9082,30.6433
BRISK,7,12.1762,16.5987
BRISK,8,13.1258,16.0126
BRISK,10,11.1746,13.6443
BRISK,11,12.8086,12.0228
BRISK,12,9.01536,11.0142
BRISK,14,9.53507,12.1981
BRISK,15,8.57352,12.4124
BRISK,16,9.51617,11.3511
BRISK,17,9.68055,8.91077
BRISK,18,8.40002,10.7753
BRIEF,1,12.5156,12.8295
BRIEF,1,12.5156,12.8295
BRIEF,5,15.9082,17.7916
BRIEF,7,12.1762,15.6354
BRIEF,8,13.1258,18.768
BRIEF,10,11.1746,11.6314
BRIEF,11,12.8086,13.2287
BRIEF,12,9.01536,14.5192
BRIEF,14,9.53507,11.0004
BRIEF,15,8.57352,11.1287
BRIEF,16,9.51617,11.8002
BRIEF,17,9.68055,10.6378
BRIEF,18,8.40002,10.843
ORB,1,12.5156,14.8799
ORB,1,12.5156,14.8799
ORB,5,15.9082,18.9724
ORB,7,12.1762,17.7652
ORB,8,13.1258,16.7103
ORB,10,11.1746,11.3932
ORB,11,12.8086,12.6261
ORB,12,9.01536,11.5907
ORB,14,9.53507,12.3769
ORB,15,8.57352,11.1835
ORB,16,9.51617,11.2902
ORB,17,9.68055,9.76821
ORB,18,8.40002,11.1711
FREAK,1,12.5156,12.3422
FREAK,1,12.5156,12.3422
FREAK,5,15.9082,23.6558
FREAK,7,12.1762,15.4191
FREAK,8,13.1258,18.7996
FREAK,10,11.1746,13.9561
FREAK,11,12.8086,13.1472
FREAK,12,9.01536,11.4828
FREAK,14,9.53507,11.2498
FREAK,15,8.57352,13.3364
FREAK,16,9.51617,10.3464
FREAK,17,9.68055,9.242
FREAK,18,8.40002,10.7707
SIFT,1,12.5156,13.1273
SIFT,1,12.5156,13.1273
SIFT,5,15.9082,31.8721
SIFT,7,12.1762,13.9282
SIFT,8,13.1258,15.8343
SIFT,10,11.1746,14.2644
SIFT,11,12.8086,14.0111
SIFT,12,9.01536,11.241
SIFT,14,9.53507,10.5165
SIFT,15,8.57352,14.5798
SIFT,16,9.51617,10.9665
SIFT,17,9.68055,9.76821
SIFT,18,8.40002,11.273
