BRISK,1,12.5156,13.8983
BRISK,5,15.9082,12.6602
BRISK,7,12.1762,12.7172
BRISK,8,13.1258,13.712
BRISK,10,11.1746,13.4059
BRISK,11,12.8086,11.3024
BRISK,12,9.01536,11.6524
BRISK,14,9.53507,11.4823
BRISK,15,8.57352,9.30722
BRISK,16,9.51617,10.6857
BRISK,17,9.68055,11.3998
BRISK,18,8.40002,9.12185
BRIEF,1,12.5156,13.8833
BRIEF,1,12.5156,13.8833
BRIEF,5,15.9082,12.1848
BRIEF,7,12.1762,18.3368
BRIEF,8,13.1258,12.3793
BRIEF,10,11.1746,13.3347
BRIEF,11,12.8086,11.7805
BRIEF,12,9.01536,11.7426
BRIEF,14,9.53507,11.6524
BRIEF,15,8.57352,11.2953
BRIEF,16,9.51617,10.7161
BRIEF,17,9.68055,11.1869
BRIEF,18,8.40002,7.74943
ORB,1,12.5156,13.6954
ORB,1,12.5156,13.6954
ORB,5,15.9082,12.1312
ORB,7,12.1762,11.9741
ORB,8,13.1258,12.1848
ORB,10,11.1746,13.4875
ORB,11,12.8086,11.3027
ORB,12,9.01536,11.3196
ORB,14,9.53507,11.5476
ORB,15,8.57352,10.257
ORB,16,9.51617,11.124
ORB,17,9.68055,9.68611
ORB,18,8.40002,7.58462
FREAK,1,12.5156,13.6884
FREAK,1,12.5156,13.6884
FREAK,5,15.9082,12.3628
FREAK,7,12.1762,12.5645
FREAK,8,13.1258,12.84
FREAK,10,11.1746,13.0031
FREAK,11,12.8086,11.3267
FREAK,12,9.01536,11.8135
FREAK,14,9.53507,11.5348
FREAK,15,8.57352,10.2815
FREAK,16,9.51617,11.3079
FREAK,17,9.68055,10.8743
FREAK,18,8.40002,7.86978
SIFT,1,12.5156,14.2804
SIFT,1,12.5156,14.2804
SIFT,5,15.9082,12.1848
SIFT,7,12.1762,13.3235
SIFT,8,13.1258,12.1365
SIFT,10,11.1746,13.3523
SIFT,11,12.8086,12.0611
SIFT,12,9.01536,11.6302
SIFT,14,9.53507,10.9114
SIFT,15,8.57352,12.5287
SIFT,16,9.51617,10.6737
SIFT,17,9.68055,10.7642
SIFT,18,8.40002,9.51815
